name,country,iata,icao,timezone_pytz,state
Dawson Community Airport,United States,GDV,KGDV,America/Denver,Montana
L M Clayton Airport,United States,OLF,KOLF,America/Denver,Montana
Yellowstone Airport,United States,WYS,KWYS,America/Denver,Montana
San Luis Valley Regional Bergman Field,United States,ALS,KALS,America/Denver,Colorado
Canyonlands Field,United States,CNY,KCNY,America/Denver,Utah
Ely Airport Yelland Field,United States,ELY,KELY,America/Los_Angeles,Nevada
Vernal Regional Airport,United States,VEL,KVEL,America/Denver,Utah
Sierra Blanca Regional Airport,United States,RUI,KSRR,America/Denver,New Mexico
Show Low Regional Airport,United States,SOW,KSOW,America/Phoenix,Arizona
McCall Municipal Airport,United States,MYL,KMYL,America/Denver,Idaho
Lemhi County Airport,United States,SMN,KSMN,America/Denver,Idaho
Mammoth Yosemite Airport,United States,MMH,KMMH,America/Los_Angeles,California
Friday Harbor Airport,United States,FRD,KFHR,America/Los_Angeles,Washington
Orcas Island Airport,United States,ESD,KORS,America/Los_Angeles,Washington
Astoria Regional Airport,United States,AST,KAST,America/Los_Angeles,Oregon
Newport Municipal Airport,United States,ONP,KONP,America/Los_Angeles,Oregon
Emmonak Airport,United States,EMK,PAEM,America/Anchorage,Alaska
Unalakleet Airport,United States,UNK,PAUN,America/Anchorage,Alaska
Ugnu-Kuparuk Airport,United States,UUK,PAKU,America/Anchorage,Alaska
Shageluk Airport,United States,SHX,PAHX,America/Anchorage,Alaska
Chuathbaluk Airport,United States,CHU,PACH,America/Anchorage,Alaska
Nuiqsut Airport,United States,NUI,PAQT,America/Anchorage,Alaska
Eek Airport,United States,EEK,PAEE,America/Anchorage,Alaska
Kasigluk Airport,United States,KUK,PFKA,America/Anchorage,Alaska
Kwethluk Airport,United States,KWT,PFKW,America/Anchorage,Alaska
Kwigillingok Airport,United States,KWK,PAGG,America/Anchorage,Alaska
Marshall Don Hunter Sr Airport,United States,MLL,PADM,America/Anchorage,Alaska
Russian Mission Airport,United States,RSH,PARS,America/Anchorage,Alaska
Koliganek Airport,United States,KGK,PAJZ,America/Anchorage,Alaska
Manokotak Airport,United States,KMO,PAMB,America/Anchorage,Alaska
Chalkyitsik Airport,United States,CIK,PACI,America/Anchorage,Alaska
Hughes Airport,United States,HUS,PAHU,America/Anchorage,Alaska
Huslia Airport,United States,HSL,PAHL,America/Anchorage,Alaska
Nulato Airport,United States,NUL,PANU,America/Anchorage,Alaska
Venetie Airport,United States,VEE,PAVE,America/Anchorage,Alaska
Beaver Airport,United States,WBQ,PAWB,America/Anchorage,Alaska
Central Airport,United States,CEM,PACE,America/Anchorage,Alaska
Shungnak Airport,United States,SHG,PAGH,America/Anchorage,Alaska
Inyokern Airport,United States,IYK,KIYK,America/Los_Angeles,California
Visalia Municipal Airport,United States,VIS,KVIS,America/Los_Angeles,California
Merced Regional Macready Field,United States,MCE,KMCE,America/Los_Angeles,California
Phoenix Goodyear Airport,United States,GYR,KGYR,America/Phoenix,Arizona
Angoon Seaplane Base,United States,AGN,PAGN,America/Anchorage,Alaska
Elfin Cove Seaplane Base,United States,ELV,PAEL,America/Anchorage,Alaska
Funter Bay Seaplane Base,United States,FNR,PANR,America/Anchorage,Alaska
Hoonah Airport,United States,HNH,PAOH,America/Anchorage,Alaska
Metlakatla Seaplane Base,United States,MTM,PAMM,America/Anchorage,Alaska
Hydaburg Seaplane Base,United States,HYG,PAHY,America/Anchorage,Alaska
Egegik Airport,United States,EGX,PAII,America/Anchorage,Alaska
Perryville Airport,United States,KPV,PAPE,America/Anchorage,Alaska
Pilot Point Airport,United States,PIP,PAPN,America/Anchorage,Alaska
South Naknek Nr 2 Airport,United States,WSN,PFWS,America/Anchorage,Alaska
Akhiok Airport,United States,AKK,PAKH,America/Anchorage,Alaska
Karluk Airport,United States,KYK,PAKY,America/Anchorage,Alaska
Larsen Bay Airport,United States,KLN,PALB,America/Anchorage,Alaska
Ambler Airport,United States,ABL,PAFM,America/Anchorage,Alaska
Buckland Airport,United States,BKC,PABL,America/Anchorage,Alaska
Bob Baker Memorial Airport,United States,IAN,PAIK,America/Anchorage,Alaska
Kobuk Airport,United States,OBU,PAOB,America/Anchorage,Alaska
Robert (Bob) Curtis Memorial Airport,United States,ORV,PFNO,America/Anchorage,Alaska
Selawik Airport,United States,WLK,PASK,America/Anchorage,Alaska
Brevig Mission Airport,United States,KTS,PFKT,America/Anchorage,Alaska
Elim Airport,United States,ELI,PFEL,America/Anchorage,Alaska
Golovin Airport,United States,GLV,PAGL,America/Anchorage,Alaska
Teller Airport,United States,TLA,PATE,America/Anchorage,Alaska
Wales Airport,United States,WAA,PAIW,America/Anchorage,Alaska
White Mountain Airport,United States,WMO,PAWM,America/Anchorage,Alaska
Koyuk Alfred Adams Airport,United States,KKA,PAKK,America/Anchorage,Alaska
St Michael Airport,United States,SMK,PAMK,America/Anchorage,Alaska
Shaktoolik Airport,United States,SKK,PFSH,America/Anchorage,Alaska
Tin City Long Range Radar Station Airport,United States,TNC,PATC,America/Anchorage,Alaska
Atka Airport,United States,AKB,PAAK,America/Adak,Alaska
Nikolski Air Station,United States,IKO,PAKO,America/Anchorage,Alaska
Yakataga Airport,United States,CYT,PACY,America/Anchorage,Alaska
Alakanuk Airport,United States,AUK,PAUK,America/Anchorage,Alaska
Kipnuk Airport,United States,KPN,PAKI,America/Anchorage,Alaska
False Pass Airport,United States,KFP,PAKF,America/Anchorage,Alaska
Nelson Lagoon Airport,United States,NLG,PAOU,America/Anchorage,Alaska
Port Moller Airport,United States,PML,PAAL,America/Anchorage,Alaska
Klawock Airport,United States,KLW,PAKW,America/Anchorage,Alaska
Quinhagak Airport,United States,KWN,PAQH,America/Anchorage,Alaska
Kotlik Airport,United States,KOT,PFKO,America/Anchorage,Alaska
Koyukuk Airport,United States,KYU,PFKU,America/Anchorage,Alaska
Scammon Bay Airport,United States,SCM,PACM,America/Anchorage,Alaska
Nondalton Airport,United States,NNL,PANO,America/Anchorage,Alaska
Kongiganak Airport,United States,KKH,PADY,America/Anchorage,Alaska
Nikolai Airport,United States,NIB,PAFS,America/Anchorage,Alaska
Akiak Airport,United States,AKI,PFAK,America/Anchorage,Alaska
Wainwright Airport,United States,AIN,PAWI,America/Anchorage,Alaska
Chenega Bay Airport,United States,NCN,PFCB,America/Anchorage,Alaska
Tok Junction Airport,United States,TKJ,PFTO,America/Anchorage,Alaska
Circle City /New/ Airport,United States,IRC,PACR,America/Anchorage,Alaska
Sleetmute Airport,United States,SLQ,PASL,America/Anchorage,Alaska
Minchumina Airport,United States,LMA,PAMH,America/Anchorage,Alaska
Manley Hot Springs Airport,United States,MLY,PAML,America/Anchorage,Alaska
Eastern WV Regional Airport/Shepherd Field,United States,MRB,KMRB,America/New_York,West Virginia
Rock Hill - York County Airport,United States,RKH,KUZA,America/New_York,South Carolina
Allegheny County Airport,United States,AGC,KAGC,America/New_York,Pennsylvania
Cecil Airport,United States,VQQ,KVQQ,America/New_York,Florida
Fulton County Airport Brown Field,United States,FTY,KFTY,America/New_York,Georgia
The Ohio State University Airport - Don Scott Field,United States,OSU,KOSU,America/New_York,Ohio
Addison Airport,United States,ADS,KADS,America/Chicago,Texas
Destin Executive Airport,United States,DSI,KDTS,America/Chicago,Florida
Kinston Regional Jetport At Stallings Field,United States,ISO,KISO,America/New_York,North Carolina
First Flight Airport,United States,FFA,KFFA,America/New_York,North Carolina
Provo Municipal Airport,United States,PVU,KPVU,America/Denver,Utah
Steamboat Springs Bob Adams Field,United States,SBS,KSBS,America/Denver,Colorado
Delta Municipal Airport,United States,DTA,KDTA,America/Denver,Utah
Carbon County Regional/Buck Davis Field,United States,PUC,KPUC,America/Denver,Utah
Los Alamos Airport,United States,LAM,KLAM,America/Denver,New Mexico
Lake Havasu City Airport,United States,HII,KHII,America/Phoenix,Arizona
Winslow Lindbergh Regional Airport,United States,INW,KINW,America/Phoenix,Arizona
Douglas Municipal Airport,United States,DGL,KDGL,America/Phoenix,Arizona
Bartow Municipal Airport,United States,BOW,KBOW,America/New_York,Florida
Livermore Municipal Airport,United States,LVK,KLVK,America/Los_Angeles,California
Mariposa Yosemite Airport,United States,RMY,KMPI,America/Los_Angeles,California
Jacqueline Cochran Regional Airport,United States,TRM,KTRM,America/Los_Angeles,California
Santa Monica Municipal Airport,United States,SMO,KSMO,America/Los_Angeles,California
Bermuda Dunes Airport,United States,UDD,KUDD,America/Los_Angeles,California
Scottsdale Airport,United States,SCF,KSDL,America/Phoenix,Arizona
Olympia Regional Airport,United States,OLM,KOLM,America/Los_Angeles,Washington
Garfield County Regional Airport,United States,RIL,KRIL,America/Denver,Colorado
Shively Field,United States,SAA,KSAA,America/Denver,Wyoming
DeKalb Peachtree Airport,United States,PDK,KPDK,America/New_York,Georgia
Monroe County Airport,United States,BMG,KBMG,America/New_York,Indiana
Witham Field,United States,SUA,KSUA,America/New_York,Florida
Morristown Municipal Airport,United States,MMU,KMMU,America/New_York,New Jersey
Napa County Airport,United States,APC,KAPC,America/Los_Angeles,California
Venice Municipal Airport,United States,VNC,KVNC,America/New_York,Florida
Palm Beach County Glades Airport,United States,PHK,KPHK,America/New_York,Florida
Northwest Florida Beaches International Airport,United States,ECP,KECP,America/Chicago,Florida
San Bernardino International Airport,United States,SBD,KSBD,America/Los_Angeles,California
San Carlos Airport,United States,SQL,KSQL,America/Los_Angeles,California
Rocky Mount Wilson Regional Airport,United States,RWI,KRWI,America/New_York,North Carolina
Soldotna Airport,United States,SXQ,PASX,America/Anchorage,Alaska
Gillespie Field,United States,SEE,KSEE,America/Los_Angeles,California
Truckee Tahoe Airport,United States,TKF,KTRK,America/Los_Angeles,California
Mission Field,United States,LVM,KLVM,America/Denver,Montana
Monument Valley Airport,United States,GMV,UT25,America/Denver,Arizona
West 30th St. Heliport,United States,JRA,KJRA,America/New_York,New Jersey
Lakeland Linder International Airport,United States,LAL,KLAL,America/New_York,Florida
French Valley Airport,United States,RBK,KF70,America/Los_Angeles,California
Dayton-Wright Brothers Airport,United States,MGY,KMGY,America/New_York,Ohio
Findlay Airport,United States,FDY,KFDY,America/New_York,Ohio
Black Hills Airport-Clyde Ice Field,United States,SPF,KSPF,America/Denver,South Dakota
Olive Branch Airport,United States,OLV,KOLV,America/Chicago,Mississippi
Rocky Mountain Metropolitan Airport,United States,BJC,KBJC,America/Denver,Colorado
Salem Municipal Airport/McNary Field,United States,SLE,KSLE,America/Los_Angeles,Oregon
Tunica Municipal Airport,United States,UTM,KUTA,America/Chicago,Mississippi
Lawrence J Timmerman Airport,United States,MWC,KMWC,America/Chicago,Wisconsin
Southern Wisconsin Regional Airport,United States,JVL,KJVL,America/Chicago,Wisconsin
Gwinnett County Briscoe Field,United States,LZU,KLZU,America/New_York,Georgia
Bowling Green Warren County Regional Airport,United States,BWG,KBWG,America/Chicago,Kentucky
Richard Lloyd Jones Jr Airport,United States,RVS,KRVS,America/Chicago,Oklahoma
Bryce Canyon Airport,United States,BCE,KBCE,America/Denver,Utah
New Century Aircenter Airport,United States,JCI,KIXD,America/Chicago,Kansas
Easton Newnam Field,United States,ESN,KESN,America/New_York,Maryland
Yuba County Airport,United States,MYV,KMYV,America/Los_Angeles,California
Halliburton Field,United States,DUC,KDUC,America/Chicago,Oklahoma
Garner Field,United States,UVA,KUVA,America/Chicago,Texas
Lewis University Airport,United States,LOT,KLOT,America/Chicago,Illinois
Buchanan Field,United States,CCR,KCCR,America/Los_Angeles,California
Ocean Reef Club Airport,United States,OCA,07FA,America/New_York,Florida
Ohio University Snyder Field,United States,ATO,KUNI,America/New_York,Ohio
Springfield-Beckley Municipal Airport,United States,SGH,KSGH,America/New_York,Ohio
Philip Billard Municipal Airport,United States,TOP,KTOP,America/Chicago,Kansas
Smyrna Airport,United States,MQY,KMQY,America/Chicago,Tennessee
Franklin County Airport,United States,UOS,KUOS,America/Chicago,Tennessee
Chicago Executive Airport,United States,PWK,KPWK,America/Chicago,Illinois
Southwest Washington Regional Airport,United States,KLS,KKLS,America/Los_Angeles,Washington
Wilmington Airpark,United States,ILN,KILN,America/New_York,Ohio
Marana Regional Airport,United States,AVW,KAVQ,America/Phoenix,Arizona
Casa Grande Municipal Airport,United States,CGZ,KCGZ,America/Phoenix,Arizona
Buckeye Municipal Airport,United States,BXK,KBXK,America/Phoenix,Arizona
McMinn County Airport,United States,MMI,KMMI,America/New_York,Tennessee
Sterling Municipal Airport,United States,STK,KSTK,America/Denver,Colorado
Rawlins Municipal Airport/Harvey Field,United States,RWL,KRWL,America/Denver,Wyoming
Essex County Airport,United States,CDW,KCDW,America/New_York,New Jersey
Lee C Fine Memorial Airport,United States,AIZ,KAIZ,America/Chicago,Missouri
Thomasville Regional Airport,United States,TVI,KTVI,America/New_York,Georgia
Henderson Executive Airport,United States,HSH,KHND,America/Los_Angeles,Nevada
Henry Tift Myers Airport,United States,TMA,KTMA,America/New_York,Georgia
Phoenix Deer Valley Airport,United States,DVT,KDVT,America/Phoenix,Arizona
Republic Airport,United States,FRG,KFRG,America/New_York,New York
McKinley National Park Airport,United States,MCL,PAIN,America/Anchorage,Alaska
Prospect Creek Airport,United States,PPC,PAPR,America/Anchorage,Alaska
Wheeling Ohio County Airport,United States,HLG,KHLG,America/New_York,West Virginia
Aransas County Airport,United States,RKP,KRKP,America/Chicago,Texas
Portland Troutdale Airport,United States,TTD,KTTD,America/Los_Angeles,Oregon
Portland Hillsboro Airport,United States,HIO,KHIO,America/Los_Angeles,Oregon
Burns Municipal Airport,United States,BNO,KBNO,America/Los_Angeles,Oregon
Prineville Airport,United States,PRZ,KS39,America/Los_Angeles,Oregon
Red Bluff Municipal Airport,United States,RBL,KRBL,America/Los_Angeles,California
Marin County Airport - Gnoss Field,United States,NOT,KDVO,America/Los_Angeles,California
Lake County Airport,United States,LKV,KLKV,America/Los_Angeles,Oregon
Tillamook Airport,United States,OTK,KTMK,America/Los_Angeles,Oregon
Ontario Municipal Airport,United States,ONO,KONO,America/Denver,Oregon
Columbia Gorge Regional the Dalles Municipal Airport,United States,DLS,KDLS,America/Los_Angeles,Washington
Montgomery County Airpark,United States,GAI,KGAI,America/New_York,Maryland
Morrisville Stowe State Airport,United States,MVL,KMVL,America/New_York,Vermont
Dallas Executive Airport,United States,RBD,KRBD,America/Chicago,Texas
Westerly State Airport,United States,WST,KWST,America/New_York,Rhode Island
Block Island State Airport,United States,BID,KBID,America/New_York,Rhode Island
Nightmute Airport,United States,NME,PAGT,America/Anchorage,Alaska
Toksook Bay Airport,United States,OOK,PAOO,America/Anchorage,Alaska
Decatur County Industrial Air Park,United States,BGE,KBGE,America/New_York,Georgia
Whiteman Airport,United States,WHP,KWHP,America/Los_Angeles,California
Madera Municipal Airport,United States,MAE,KMAE,America/Los_Angeles,California
Apalachicola Regional Airport,United States,AAF,KAAF,America/New_York,Florida
St Lucie County International Airport,United States,FPR,KFPR,America/New_York,Florida
Plymouth Municipal Airport,United States,PYM,KPYM,America/New_York,Massachusetts
Quonset State Airport,United States,NCO,KOQU,America/New_York,Rhode Island
Norwood Memorial Airport,United States,OWD,KOWD,America/New_York,Massachusetts
Westfield-Barnes Regional Airport,United States,BAF,KBAF,America/New_York,Massachusetts
Orange County Airport,United States,MGJ,KMGJ,America/New_York,New York
Capital City Airport,United States,HAR,KCXY,America/New_York,Pennsylvania
Danbury Municipal Airport,United States,DXR,KDXR,America/New_York,Connecticut
Boire Field,United States,ASH,KASH,America/New_York,New Hampshire
Lawrence Municipal Airport,United States,LWM,KLWM,America/New_York,Massachusetts
Waterbury Oxford Airport,United States,OXC,KOXC,America/New_York,Connecticut
Richard B Russell Airport,United States,RMG,KRMG,America/New_York,Georgia
Northeast Alabama Regional Airport,United States,GAD,KGAD,America/Chicago,Alabama
Barrow County Airport,United States,WDR,KWDR,America/New_York,Georgia
Dalton Municipal Airport,United States,DNN,KDNN,America/New_York,Georgia
LaGrange Callaway Airport,United States,LGC,KLGC,America/New_York,Georgia
Harris County Airport,United States,PIM,KPIM,America/New_York,Georgia
Lee Gilmer Memorial Airport,United States,GVL,KGVL,America/New_York,Georgia
Harry Clever Field,United States,PHD,KPHD,America/New_York,Ohio
Hilton Head Airport,United States,HHH,KHXD,America/New_York,South Carolina
Daniel Field,United States,DNL,KDNL,America/New_York,Georgia
Foothills Regional Airport,United States,MRN,KMRN,America/New_York,North Carolina
Pike County-Hatcher Field,United States,PVL,KPBX,America/New_York,Kentucky
Toccoa Airport - R.G. Letourneau Field,United States,TOC,KTOC,America/New_York,Georgia
Fort Worth Alliance Airport,United States,AFW,KAFW,America/Chicago,Texas
Lawrence Municipal Airport,United States,LWC,KLWC,America/Chicago,Kansas
Pompano Beach Airpark,United States,PPM,KPMP,America/New_York,Florida
London-Corbin Airport/Magee Field,United States,LOZ,KLOZ,America/New_York,Kentucky
Simmons Army Air Field,United States,FBG,KFBG,America/New_York,North Carolina
John H Batten Airport,United States,RAC,KRAC,America/Chicago,Wisconsin
Tacoma Narrows Airport,United States,TIW,KTIW,America/Los_Angeles,Washington
Jack Edwards Airport,United States,GUF,KJKA,America/Chicago,Alabama
Hazleton Municipal Airport,United States,HZL,KHZL,America/New_York,Pennsylvania
Greater Cumberland Regional Airport,United States,CBE,KCBE,America/New_York,West Virginia
Tri-County Regional Airport,United States,LNR,KLNR,America/Chicago,Wisconsin
Joliet Regional Airport,United States,JOT,KJOT,America/Chicago,Illinois
Illinois Valley Regional Airport-Walter A Duncan Field,United States,VYS,KVYS,America/Chicago,Illinois
Jackson County Reynolds Field,United States,JXN,KJXN,America/New_York,Michigan
Wings Field,United States,BBX,KLOM,America/New_York,Pennsylvania
Okeechobee County Airport,United States,OBE,KOBE,America/New_York,Florida
Sebring Regional Airport,United States,SEF,KSEF,America/New_York,Florida
Avon Park Executive Airport,United States,AVO,KAVO,America/New_York,Florida
Winter Haven Regional Airport - Gilbert Field,United States,GIF,KGIF,America/New_York,Florida
Zephyrhills Municipal Airport,United States,ZPH,KZPH,America/New_York,Florida
Ocala International Airport - Jim Taylor Field,United States,OCF,KOCF,America/New_York,Florida
Aiken Regional Airport,United States,AIK,KAIK,America/New_York,South Carolina
Woodward Field,United States,CDN,KCDN,America/New_York,South Carolina
Lumberton Regional Airport,United States,LBT,KLBT,America/New_York,North Carolina
Moore County Airport,United States,SOP,KSOP,America/New_York,North Carolina
Statesville Regional Airport,United States,SVH,KSVH,America/New_York,North Carolina
William T. Piper Memorial Airport,United States,LHV,KLHV,America/New_York,Pennsylvania
Burke Lakefront Airport,United States,BKL,KBKL,America/New_York,Ohio
Chautauqua County-Dunkirk Airport,United States,DKK,KDKK,America/New_York,New York
South Jersey Regional Airport,United States,LLY,KVAY,America/New_York,New Jersey
Linden Airport,United States,LDJ,KLDJ,America/New_York,New Jersey
Tri State Steuben County Airport,United States,ANQ,KANQ,America/New_York,Indiana
Clearwater Air Park,United States,CLW,KCLW,America/New_York,Florida
Chicago Meigs Airport,United States,CGX,KCGX,America/Chicago,Illinois
Grand Strand Airport,United States,CRE,KCRE,America/New_York,South Carolina
Wilkes Barre Wyoming Valley Airport,United States,WBW,KWBW,America/New_York,Pennsylvania
Willoughby Lost Nation Municipal Airport,United States,LNN,KLNN,America/New_York,Ohio
Capital City Airport,United States,FFT,KFFT,America/New_York,Kentucky
Auburn Lewiston Municipal Airport,United States,LEW,KLEW,America/New_York,Maine
Marco Island Executive Airport,United States,MRK,KMKY,America/New_York,Florida
Gladwin Zettel Memorial Airport,United States,GDW,KGDW,America/New_York,Michigan
Marshfield Municipal Airport,United States,MFI,KMFI,America/Chicago,Wisconsin
Alexander Field South Wood County Airport,United States,ISW,KISW,America/Chicago,Wisconsin
Clinton Municipal Airport,United States,CWI,KCWI,America/Chicago,Iowa
Beverly Municipal Airport,United States,BVY,KBVY,America/New_York,Massachusetts
Poplar Bluff Municipal Airport,United States,POF,KPOF,America/Chicago,Missouri
Keokuk Municipal Airport,United States,EOK,KEOK,America/Chicago,Iowa
St Paul Downtown Holman Field,United States,STP,KSTP,America/Chicago,Minnesota
Butler Co Regional Airport - Hogan Field,United States,HAO,KHAO,America/New_York,Ohio
Fond du Lac County Airport,United States,FLD,KFLD,America/Chicago,Wisconsin
Stevens Point Municipal Airport,United States,STE,KSTE,America/Chicago,Wisconsin
Galion Municipal Airport,United States,GQQ,KGQQ,America/New_York,Ohio
Clarksville–Montgomery County Regional Airport,United States,CKV,KCKV,America/Chicago,Kentucky
Lompoc Airport,United States,LPC,KLPC,America/Los_Angeles,California
Chester County G O Carlson Airport,United States,CTH,KMQS,America/New_York,Pennsylvania
Lake Placid Airport,United States,LKP,KLKP,America/New_York,New York
Lima Allen County Airport,United States,AOH,KAOH,America/New_York,Ohio
Malcolm McKinnon Airport,United States,SSI,KSSI,America/New_York,Georgia
Beaver County Airport,United States,BFP,KBVI,America/New_York,Pennsylvania
Georgetown County Airport,United States,GGE,KGGE,America/New_York,South Carolina
Hardwick Field,United States,HDI,KHDI,America/New_York,Tennessee
Renton Municipal Airport,United States,RNT,KRNT,America/Los_Angeles,Washington
Brackett Field,United States,POC,KPOC,America/Los_Angeles,California
Cross City Airport,United States,CTY,KCTY,America/New_York,Florida
Oconee County Regional Airport,United States,CEU,KCEU,America/New_York,South Carolina
Beech Factory Airport,United States,BEC,KBEC,America/Chicago,Kansas
Sidney Municipal-Lloyd W Carr Field,United States,SNY,KSNY,America/Denver,Nebraska
Kalaeloa Airport,United States,JRF,PHJR,Pacific/Honolulu,Hawaii
Iosco County Airport,United States,ECA,K6D9,America/New_York,Michigan
Boulder Municipal Airport,United States,WBU,KBDU,America/Denver,Colorado
Palo Alto Airport of Santa Clara County,United States,PAO,KPAO,America/Los_Angeles,California
Falcon Field,United States,MSC,KFFZ,America/Phoenix,Arizona
Oakland County International Airport,United States,PTK,KPTK,America/New_York,Michigan
Dillant Hopkins Airport,United States,EEN,KEEN,America/New_York,New Hampshire
Iowa City Municipal Airport,United States,IOW,KIOW,America/Chicago,Iowa
Lee Airport,United States,ANP,KANP,America/New_York,Maryland
Pecos Municipal Airport,United States,PEQ,KPEQ,America/Chicago,Texas
Hattiesburg Bobby L Chain Municipal Airport,United States,HBG,KHBG,America/Chicago,Mississippi
Chan Gurney Municipal Airport,United States,YKN,KYKN,America/Chicago,South Dakota
Hayward Executive Airport,United States,HWD,KHWD,America/Los_Angeles,California
Ann Arbor Municipal Airport,United States,ARB,KARB,America/New_York,Michigan
Alameda Naval Air Station,United States,NGZ,KNGZ,America/Los_Angeles,California
Immokalee Regional Airport,United States,IMM,KIMM,America/New_York,Florida
Dinwiddie County Airport,United States,PTB,KPTB,America/New_York,Virginia
Sheboygan County Memorial Airport,United States,SBM,KSBM,America/Chicago,Wisconsin
Pinal Airpark,United States,MZJ,KMZJ,America/Phoenix,Arizona
Safford Regional Airport,United States,SAD,KSAD,America/Phoenix,Arizona
Sikeston Memorial Municipal Airport,United States,SIK,KSIK,America/Chicago,Missouri
Floyd Bennett Memorial Airport,United States,GFL,KGFL,America/New_York,New York
Martin State Airport,United States,MTN,KMTN,America/New_York,Maryland
Eastern Slopes Regional Airport,United States,FRY,KIZG,America/New_York,Maine
Lakefront Airport,United States,NEW,KNEW,America/Chicago,Louisiana
Coeur D'Alene - Pappy Boyington Field,United States,COE,KCOE,America/Los_Angeles,Idaho
Beaumont Municipal Airport,United States,BMT,KBMT,America/Chicago,Texas
Vermilion Regional Airport,United States,DNV,KDNV,America/Chicago,Illinois
Space Coast Regional Airport,United States,TIX,KTIX,America/New_York,Florida
Andrau Airpark,United States,AAP,KAAP,America/Chicago,Texas
Flying Cloud Airport,United States,FCM,KFCM,America/Chicago,Minnesota
Johnson County Executive Airport,United States,OJC,KOJC,America/Chicago,Kansas
Manassas Regional Airport/Harry P. Davis Field,United States,MNZ,KHEF,America/New_York,Virginia
Texas Gulf Coast Regional Airport,United States,LJN,KLBX,America/Chicago,Texas
Port Alsworth Airport,United States,PTA,PALJ,America/Anchorage,Alaska
Newton City-County Airport,United States,EWK,KEWK,America/Chicago,Kansas
Fort Bridger Airport,United States,FBR,KFBR,America/Denver,Wyoming
Chehalis Centralia Airport,United States,CLS,KCLS,America/Los_Angeles,Washington
Evanston-Uinta County Airport-Burns Field,United States,EVW,KEVW,America/Denver,Wyoming
Weedon Field,United States,EUF,KEUF,America/Chicago,Alabama
Dare County Regional Airport,United States,MEO,KMQI,America/New_York,North Carolina
Auburn University Regional Airport,United States,AUO,KAUO,America/Chicago,Alabama
W H 'Bud' Barron Airport,United States,DBN,KDBN,America/New_York,Georgia
Corvallis Municipal Airport,United States,CVO,KCVO,America/Los_Angeles,Oregon
Ogden Hinckley Airport,United States,OGD,KOGD,America/Denver,Utah
Colorado Plains Regional Airport,United States,AKO,KAKO,America/Denver,Colorado
Sanderson Field,United States,SHN,KSHN,America/Los_Angeles,Washington
Napakiak Airport,United States,WNA,PANA,America/Anchorage,Alaska
Napaskiak Airport,United States,PKA,PAPK,America/Anchorage,Alaska
Doylestown Airport,United States,DYL,KDYL,America/New_York,Pennsylvania
Warren Field,United States,OCW,KOCW,America/New_York,North Carolina
Stillwater Regional Airport,United States,SWO,KSWO,America/Chicago,Oklahoma
Okmulgee Regional Airport,United States,OKM,KOKM,America/Chicago,Oklahoma
Cushing Municipal Airport,United States,CUH,KCUH,America/Chicago,Oklahoma
Clinton Sherman Airport,United States,CSM,KCSM,America/Chicago,Oklahoma
Strother Field,United States,WLD,KWLD,America/Chicago,Kansas
Wiley Post Airport,United States,PWA,KPWA,America/Chicago,Oklahoma
Shreveport Downtown Airport,United States,DTN,KDTN,America/Chicago,Louisiana
Stephenville Clark Regional Airport,United States,SEP,KSEP,America/Chicago,Texas
Ada Regional Airport,United States,ADT,KADH,America/Chicago,Oklahoma
Iraan Municipal Airport,United States,IRB,K2F0,America/Chicago,Texas
Wilkes County Airport,United States,IKB,KUKF,America/New_York,North Carolina
Danville Regional Airport,United States,DAN,KDAN,America/New_York,Virginia
Cheraw Municipal Airport/Lynch Bellinger Field,United States,HCW,KCQW,America/New_York,South Carolina
